en_word;tr_meaning;pos;example_en;example_tr;synonyms_raw;antonyms_raw;level;tags_raw;notes
stem from;#AD?;phr. v.;His fear of water stems from a childhood accident.;Sudan korkusu çocukluk kazasından kaynaklanıyor.;"derive from; originate from";-;B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
step;adım (önlem);n.;We need to take steps to prevent this.;Bunu önlemek için adımlar atmamız gerekiyor.;"measure; action";-;B1;"noun; vocabulary";Orta seviye kelime. Genel iletişimde kullanılır.
step child;Üvey Çocuk;n.;He treated his step children as if they were his own, with love and care.;Üvey çocuklarına kendi çocuklarıymış gibi sevgi ve özenle davrandı.;;;B1;family;
step down;istifa etmek, ayrılmak, azaltmak;phr. v.;After serving as the company's CEO for over twenty years, he decided it was time to step down and enjoy his retirement.;Yirmi yılı aşkın bir süre şirketin CEO'su olarak görev yaptıktan sonra, artık istifa edip emekliliğinin tadını çıkarma zamanının geldiğine karar verdi.;"resign; quit; abdicate";"join; begin; stay on";C1;"verb; action; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
stereotype;klişe, basmakalıp yargı;n.;The idea that all teenage boys are lazy and only interested in video games is a harmful and inaccurate stereotype.;Tüm genç erkeklerin tembel olduğu ve sadece video oyunlarıyla ilgilendiği fikri, zararlı ve yanlış bir klişedir.;cliché, generalization, preconception;-;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
sterile;"Steril; Kısır";adj.;The surgical environment must be kept completely sterile to minimize the risk of infection for the patient.;Cerrahi ortam, hasta için enfeksiyon riskini en aza indirmek amacıyla tamamen steril tutulmalıdır.;"Germ-free; aseptic; infertile";"Contaminated; fertile; septic";B2;"medical; biology";
sterilize;"Sterilize Etmek, Mikroplardan Arındırmak; Kısırlaştırmak";v.;It is essential to sterilize all surgical instruments before an operation to prevent infection.;Enfeksiyonu önlemek için ameliyattan önce tüm cerrahi aletleri sterilize etmek esastır.;"Disinfect; sanitize; cleanse; purify";"Contaminate; infect";B2;"medical; hygiene";
stethoscope;Steteskop;n.;The doctor placed the cold stethoscope on my chest to listen carefully to my heart and lungs.;Doktor, kalbimi ve ciğerlerimi dikkatlice dinlemek için soğuk stetoskobu göğsüme koydu.;;;B2;"medical; equipment";
steward;"Erkek Hostes; Kahya";n.;The steward on the flight was very attentive and made sure all passengers were comfortable.;Uçuştaki erkek hostes çok ilgiliydi ve tüm yolcuların rahat olduğundan emin oldu.;"Flight attendant; waiter; manager";;B1;"occupation; aviation";
stick to;bağlı kalmak, uymak;phr. v.;Stick to the plan!;Plana bağlı kal!;"adhere to; keep to";abandon;B1;"verb; action";Orta seviye kelime. Genel iletişimde kullanılır.
stigmatize;damgalamak;v.;In the past, society used to stigmatize people with mental illness, treating them as outcasts and denying them proper care and understanding.;Geçmişte toplum, akıl hastalığı olan insanları damgalar, onlara dışlanmış muamelesi yapar ve onlara uygun bakım ve anlayışı reddederdi.;brand, label, disgrace;accept, honor;C1;"verb; action; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
still;yine de;conj.;"I know you are tired; still, you need to finish your homework.";"Yorgun olduğunu biliyorum; yine de ödevini bitirmen gerekiyor.";"nevertheless; nonetheless; yet";—;B1;"conjunction; grammar";Orta seviye kelime. Genel iletişimde kullanılır.
stimulate;harekete geçirmek, uyarmak, dürtmek, canlandırmak, teşvik etmek;v.;The government lowered taxes to stimulate economic growth and encourage consumer spending.;Hükümet, ekonomik büyümeyi canlandırmak ve tüketici harcamalarını teşvik etmek için vergileri düşürdü.;"encourage; provoke; arouse; activate";"discourage; stifle; inhibit";B2;"verb; action";Bir şeyi aktif hale getirmek, gelişmesine yardımcı olmak veya ilgi uyandırmak.
stimulating;"uyarıcı; teşvik edici";adj.;We had a very stimulating conversation about politics.;Politika hakkında çok canlandırıcı bir konuşma yaptık.;"inspiring; thought-provoking; exciting";"boring; dull; uninspiring";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
stimulation;uyarma;n.;Early childhood education provides the absolutely necessary mental stimulation for the healthy development of a growing child's brain.;Erken çocukluk eğitimi, büyüyen bir çocuğun beyninin sağlıklı gelişimi için kesinlikle gerekli zihinsel uyarımı sağlar.;encouragement, motivation;discouragement;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
stingy;cimri, eli sıkı;adj.;Despite being a multi-millionaire, he was notoriously stingy and would always look for the cheapest option, even in restaurants.;Milyoner olmasına rağmen, meşhur bir şekilde cimriydi ve her zaman en ucuz seçeneği arardı, hatta restoranlarda bile.;miserly, tight-fisted, frugal;generous, lavish, munificent;B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
stipulate;şart koşmak;v.;The legally binding contract clearly stipulates that the work must be completed by the end of the month.;Yasal olarak bağlayıcı sözleşme, işin ay sonuna kadar tamamlanması gerektiğini açıkça şart koşuyor.;"specify; require";"imply; suggest";C1;"verb; action; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
stock;hisse senedi;n.;Investing in the stock market can be risky, but over the long term, it has historically provided good returns for patient investors.;Borsaya yatırım yapmak riskli olabilir, ancak uzun vadede, tarihsel olarak sabırlı yatırımcılar için iyi getiriler sağlamıştır.;share, equity;bond;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
stock certificate;Hisse Senedi;n.;He kept his stock certificates in a safe deposit box at the bank for security.;Güvenlik için hisse senetlerini bankadaki bir kiralık kasada sakladı.;"Share certificate; equity";;B2;"finance; business";
stockpile;stok, yığın;n.;These stockpiles are replenished.;Bu stoklar yenilenir.;"reserve; store";-;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
stone;taş;n.;The children threw stones into the river.;Çocuklar nehre taş attı.;"rock; pebble; boulder";-;A2;"noun; vocabulary; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
stony;taşlı, donuk;adj.;The path was stony and difficult to walk on.;Patika taşlıydı ve yürümesi zordu.;"rocky; hard; expressionless";"smooth; soft";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
stool;Tabure;n.;He sat on a high stool at the kitchen counter, eating his breakfast quickly.;Mutfak tezgahının önündeki yüksek bir tabureye oturdu ve kahvaltısını çabucak yedi.;"Chair; seat; bench";;A2;furniture;
stop;durdurmak, bitirmek;v.;The police officer signaled for the driver to stop the car because he was speeding.;Polis memuru, hız yaptığı için sürücüye arabayı durdurması için işaret verdi.;"cease; halt";"start; continue";A2;"verb; action; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
store;depolamak;v.;Squirrels store nuts and seeds in the autumn to eat during the long winter months.;Sincaplar, uzun kış aylarında yemek için sonbaharda fındık ve tohum depolar.;"keep; save";"discard; use";B1;"verb; action";Orta seviye kelime. Genel iletişimde kullanılır.
storm;Fırtına;n.;The violent storm caused widespread damage, uprooting trees and cutting off power to thousands of homes.;Şiddetli fırtına, ağaçları kökünden sökerek ve binlerce evin elektriğini keserek geniş çaplı hasara neden oldu.;"Tempest; gale; hurricane";"Calm; peace";A2;weather;
straightforward;"açık; anlaşılır; dürüst";adj.;The application process is quite straightforward and shouldn't take long.;Başvuru süreci oldukça basit ve uzun sürmemeli.;"simple; direct; honest";"complicated; complex; dishonest";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
dive;Dalış;"n.;v.";She took a deep breath and made a graceful dive into the clear blue pool.;Derin bir nefes aldı ve berrak mavi havuza zarif bir dalış yaptı.;"plunge; jump; submerge";"surface; rise";B1;"yds; yokdil; actions";Suya baş aşağı atlamak veya su altına girmek.
strainer;Süzgeç;n.;After cooking the spaghetti, she poured it into a strainer to drain all the hot water.;Spagettiyi pişirdikten sonra, tüm sıcak suyu süzmek için bir süzgece döktü.;"Sieve; colander; filter";;B1;"kitchen; tool";
stranger;yabancı, eloğlu, el adamı;n.;Children are often taught from a young age not to accept gifts or rides from a stranger.;Çocuklara genellikle küçük yaşlardan itibaren bir yabancıdan hediye veya araba teklifi kabul etmemeleri öğretilir.;"outsider; foreigner; unknown";"acquaintance; friend; native";B2;"yds; yökdil; ydt";Tanımadığımız kişi.
strap;Kayış, Askı, Şerit;n.;The strap on my watch broke, so I will need to get a new one.;Saatimin kayışı koptu, bu yüzden yeni bir tane almam gerekecek.;"Belt; band; thong; tie";;B1;"clothing; accessory";
strategy;strateji;n.;We need a new strategy to win.;Kazanmak için yeni bir stratejiye ihtiyacımız var.;"plan; approach";;B1;"noun; vocabulary";Orta seviye kelime. Genel iletişimde kullanılır.
stray off;#AD?;phr. v.;Try not to stray off the path.;Yoldan sapmamaya çalış.;"wander off; deviate from";stick to;C1;"verb; action; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
strength;güçlü yön;n.;His greatest strength is his patience.;En büyük güçlü yönü sabrıdır.;"strong point; asset";weakness;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
strenuous;"yorucu, çaba gerektiren, ağır; hararetli, gayretli";adj.;The hike to the mountain summit was long and strenuous, requiring a high level of physical fitness and mental determination from all the climbers.;Dağ zirvesine yürüyüş uzun ve yorucuydu, tüm dağcılardan yüksek düzeyde fiziksel uygunluk ve zihinsel kararlılık gerektiriyordu.;"arduous; demanding; vigorous";"easy; effortless; light";C1;"adjective; description; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
stress;vurgulamak;v.;I must stress the importance of completing this project on time and within budget.;Bu projeyi zamanında ve bütçe dahilinde tamamlamanın önemini vurgulamalıyım.;"emphasize; highlight";"understate; ignore";B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
stress on;üzerine vurgu;NP;There is a stress on punctuality here.;Burada dakiklik üzerine vurgu var.;"emphasis on; focus on";-;B2;"noun phrase; collocation";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
stressed;stresli;adj.;We end up feeling stressed.;Stresli hissederek sonuçlanırız.;"anxious; tense";relaxed;B1;"adjective; description";Orta seviye kelime. Genel iletişimde kullanılır.
stressor;stres etkeni;n.;For many people, a major stressor in their daily lives is the constant pressure of meeting deadlines at work while also trying to maintain a healthy family life.;Birçok insan için günlük yaşamlarındaki en büyük stres etkenlerinden biri, sağlıklı bir aile hayatı sürdürmeye çalışırken işteki teslim tarihlerine yetişmenin sürekli baskısıdır.;pressure, strain, burden;;C1;"noun; vocabulary; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
stretcher;Sedye;n.;The injured climber was carefully placed on a stretcher and carried down the mountain.;Yaralı dağcı dikkatlice bir sedyeye yerleştirildi ve dağdan aşağı taşındı.;;;B1;"medical; equipment";
strict;"katı; sert";adj.;My parents were very strict with me when I was a teenager.;Ben ergenken ailem bana karşı çok katıydı.;"firm; severe; stern";"lenient; flexible; loose";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
strict about;ile ilgili katı olmak;"adj.;phr. v.";My teacher is strict about deadlines.;Öğretmenim son teslim tarihleri konusunda katıdır.;"firm about; rigid about";lenient about;B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
strike;vurmak, grev yapmak;v.;The workers decided to strike for better pay and improved working conditions.;İşçiler, daha iyi ücret ve iyileştirilmiş çalışma koşulları için grev yapmaya karar verdiler.;"hit; protest";;B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
striker;grevci;n.;The strikers gathered outside the factory gates.;Grevciler fabrika kapıları önünde toplandı.;"protester; picketer";-;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
stringent;sıkı, katı;adj.;The company has implemented stringent security measures to protect its data from cyber attacks and unauthorized access.;Şirket, verilerini siber saldırılardan ve yetkisiz erişimden korumak için katı güvenlik önlemleri uyguladı.;strict, rigorous, severe;lax, lenient;C1;"adjective; description; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
stripe;çizgi, şerit;n.;The recognizable national flag of the United States features alternating horizontal red and white stripes across its surface.;Amerika Birleşik Devletleri'nin tanınabilir ulusal bayrağı, yüzeyi boyunca birbirini izleyen yatay kırmızı ve beyaz çizgilere sahiptir.;line, band;-;A2;"noun; vocabulary; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
strive;çaba göstermek, uğraşmak;v.;The athletes strived to achieve their personal best, pushing themselves to the limit in every training session and competition.;Sporcular, her antrenman seansında ve yarışmada kendilerini sınıra kadar zorlayarak kişisel en iyi derecelerine ulaşmak için çaba gösterdiler.;endeavor, struggle, labor;neglect, idle;B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
strive to;için çabalamak;phr. v.;We must strive to do better.;Daha iyisini yapmak için çabalamalıyız.;"try hard to; endeavor to";give up;B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
strong;güçlü;adj.;He is strong enough to lift that heavy box all by himself.;O ağır kutuyu tek başına kaldıracak kadar güçlü.;"powerful; robust; tough";"weak; feeble; fragile";A2;"adjective; description; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
structural;yapısal;adj.;The earthquake caused some structural damage.;Deprem bazı yapısal hasarlara neden oldu.;"constructional; organizational";-;B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
structurally;yapısal olarak;adv.;The building is structurally sound.;Bina yapısal olarak sağlam.;"fundamentally; essentially";-;B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
divorce;Boşanmak;"n.;v.";After ten years of marriage, they decided to get a divorce.;On yıllık evlilikten sonra boşanmaya karar verdiler.;"separation; split; dissolve marriage";"marriage; union";B2;"yds; yokdil; relationships";Bir evliliğin yasal olarak sona ermesi.
struggle;çabalamak;v.;Many families struggle to make ends meet on a low income, especially in expensive cities.;Birçok aile, özellikle pahalı şehirlerde, düşük bir gelirle geçinmek için mücadele ediyor.;"fight; strive";"succeed; thrive";B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
struggle to;için çabalamak;phr. v.;He struggles to pay his bills.;Faturalarını ödemek için çabalıyor.;"fight to; work hard to";-;B1;"verb; action";Orta seviye kelime. Genel iletişimde kullanılır.
stubborn;inatçı;adj.;Despite overwhelming evidence that his plan would not work, the stubborn manager refused to listen to anyone's advice and insisted on going ahead with it.;Planının işe yaramayacağına dair ezici kanıtlara rağmen, inatçı müdür kimsenin tavsiyesini dinlemeyi reddetti ve devam etmekte ısrar etti.;"obstinate; headstrong; unyielding";"flexible; yielding; compliant";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
studio;Stüdyo;n.;The artist spent many hours in her studio, working on a new series of paintings.;Sanatçı, yeni bir resim serisi üzerinde çalışarak stüdyosunda uzun saatler geçirdi.;"Workshop; atelier; workspace";;B1;"art; media; home";
study;çalışmak, okumak, araştırmak;v.;I need to study hard for my final exams if I want to get good grades this semester.;Bu dönem iyi notlar almak istiyorsam final sınavlarıma sıkı çalışmam gerekiyor.;"learn; examine";"neglect; ignore";A2;"verb; action; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
draft;63;"n.;v.";She wrote the first draft of her essay and then revised it several times.;Makalesinin ilk taslağını yazdı ve ardından birkaç kez revize etti.;"sketch; outline; preliminary version";final version;B2;"yds; yokdil; writing";"Bir belgenin henüz tamamlanmamış ilk hali; veya banka ödeme emri."
style;Stil, Tarz, Biçim;n.;Her unique style of writing and choice of words made her novels instantly recognizable.;Benzersiz yazma stili ve kelime seçimi, romanlarını anında tanınabilir kılıyordu.;"Manner; fashion; mode; design";;B1;"art; fashion; general";
subdue;bastırmak, boyun eğdirmek;v.;The security guards managed to subdue the intruder until the police arrived at the scene of the incident.;Güvenlik görevlileri, polis olay yerine gelene kadar davetsiz misafiri etkisiz hale getirmeyi başardı.;overpower, overcome, suppress;-;C1;"verb; action; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
subdued;sessiz, durgun;adj.;On the long, silent drive home from the police station, her son remained unusually subdued, staring out the window without saying a single word.;Polis karakolundan eve yapılan uzun, sessiz yolculukta oğlu alışılmadık bir şekilde durgun kaldı, tek bir kelime etmeden pencereden dışarı baktı.;quiet, somber, downcast;lively, animated, excited;B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
subject;konu, ders, özne;n.;History is my favorite subject.;Tarih en sevdiğim derstir.;"topic; theme; discipline";-;A2;"noun; vocabulary; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
subject to;#AD?;"adj.;phr. v.";Prices are subject to change.;Fiyatlar değişikliğe tabidir.;"liable to; susceptible to";exempt from;B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
subjective;öznel;adj.;The judge's decision seemed subjective rather than based on facts.;Hakimin kararı, gerçeklere dayanmaktan ziyade öznel görünüyordu.;"personal; biased; emotional";"objective; impartial; unbiased";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
subjectivity;öznellik;n.;The judge's decision was criticized for its subjectivity.;Yargıcın kararı öznelliği nedeniyle eleştirildi.;"bias; personal opinion; partiality";objectivity;C1;"noun; vocabulary; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
submarine;denizaltı;"n.;adj.";The crew of the submarine remained submerged for over three months, a testament to their endurance and the vessel's advanced life-support systems.;"Denizaltı mürettebatı üç aydan fazla su altında kaldı; bu, onların dayanıklılıklarının ve aracın gelişmiş yaşam destek sistemlerinin bir kanıtıydı.";"submersible; underwater vessel";"surface ship; above water";B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
submerge;suyun içine batırmak, daldırmak;v.;To clean the large container thoroughly, you need to submerge it completely in the soapy water and let it soak for at least an hour.;Büyük kabı iyice temizlemek için, onu sabunlu suya tamamen batırmanız ve en az bir saat bekletmeniz gerekir.;"immerse; dip; sink";"surface; emerge; raise";B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
submerged;su altında kalmış, batmış;adj.;The divers explored the submerged ruins of the ancient city, which had been lying on the ocean floor for centuries.;Dalgıçlar, yüzyıllardır okyanus tabanında yatan antik kentin su altında kalmış kalıntılarını keşfettiler.;underwater, sunken, immersed;emerged, surfaced;C1;"adjective; description; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
submission;boyun eğme, sunma;n.;The deadline for submission of applications is Friday.;Başvuruların teslimi için son tarih Cuma.;"surrender; yielding; presentation";"resistance; defiance";B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
submit;sunmak, teslim etmek;v.;Students are required to submit their final research papers by the end of the semester to receive a grade for the course.;Öğrencilerin, dersten not alabilmek için dönem sonuna kadar final araştırma makalelerini teslim etmeleri gerekmektedir.;present, hand in, offer;withdraw, retain;B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
subscribe;"Abone Olmak; (Düzenli) Bağış Yapmak";v.;I decided to subscribe to several online streaming services to watch movies and series.;Film ve dizi izlemek için birkaç çevrimiçi yayın hizmetine abone olmaya karar verdim.;"Contribute; donate; support; sign up";;B1;"media; finance";
subscribe to;katılmak, desteklemek;v.;I strongly subscribe to the view that education is the most powerful weapon we can use to change the world.;Eğitimin dünyayı değiştirmek için kullanabileceğimiz en güçlü silah olduğu görüşüne kesinlikle katılıyorum.;agree with, support, endorse;reject, oppose;C1;"verb; action; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
subscriber;abone;n.;The magazine has seen a steady increase in the number of subscribers over the past year, thanks to its engaging content.;Dergi, ilgi çekici içeriği sayesinde geçtiğimiz yıl abone sayısında istikrarlı bir artış gördü.;reader, member, customer;-;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
subsequent;sonradan gelen, daha sonraki, izleyen, takip eden;adj.;The initial meeting was a success, and all subsequent discussions built upon that foundation.;İlk toplantı başarılıydı ve sonraki tüm tartışmalar bu temel üzerine inşa edildi.;"following; later; ensuing";"previous; prior; earlier";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
subsequently;sonradan, akabinde, ardından;adv.;The company's profits fell sharply, and subsequently, several senior managers lost their jobs.;Şirketin kârları keskin bir şekilde düştü ve akabinde birkaç üst düzey yönetici işini kaybetti.;"later; afterwards; thereafter";"previously; beforehand";B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
subservient;itaatkar, boyun eğen;adj.;In some traditional cultures, women are expected to be subservient to men, a role that many modern women find unacceptable and demeaning.;"Bazı geleneksel kültürlerde, kadınların erkeklere itaatkar olması beklenir; bu rolü birçok modern kadın kabul edilemez ve küçük düşürücü bulur.";subordinate, obedient, compliant;dominant, assertive, independent;C1;"adjective; description; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
subsidize;sübvanse etmek, desteklemek;v.;The government subsidizes farmers to help them cope with falling crop prices and unpredictable weather conditions.;Hükümet, çiftçilerin düşen mahsul fiyatları ve öngörülemeyen hava koşullarıyla başa çıkmalarına yardımcı olmak için onları sübvanse ediyor.;fund, support, finance;-;C1;"verb; action; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
subsidy;Yardım, Sübvansiyon, Destekleme;n.;The government provides a subsidy to farmers to help them cope with low crop prices.;Hükümet, çiftçilere düşük mahsul fiyatlarıyla başa çıkmalarına yardımcı olmak için bir sübvansiyon sağlıyor.;"Grant; aid; allowance; support";"Tax; penalty";B2;"economics; government";
substance;madde;n.;The brilliant scientists accurately identified the incredibly strange chemical substance floating inside the small glass bottle.;Zeki bilim insanları, küçük cam şişenin içinde yüzen inanılmaz derecede garip kimyasal maddeyi doğru bir şekilde teşhis ettiler.;material, matter;-;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
substandard;normalin altında, yetersiz;adj.;Maximizing crop growth on substandard land.;Standart altı arazide mahsul büyümesini maksimize etmek.;"inferior; poor";"superior; excellent";C1;"adjective; description; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
substantial;"önemli, ciddi, kayda değer, büyük; büyük ve sağlam";adj.;The project requires a substantial investment of both time and money before any results can be seen.;Proje, herhangi bir sonuç görülmeden önce hem zaman hem de para açısından önemli bir yatırım gerektiriyor.;"considerable; significant; ample";"negligible; minor; insignificant";B2;"yds; yökdil; ydt";Miktar, büyüklük, değer veya sağlamlık belirtir.
substantially;önemli derecede;adv.;Substantially higher than the amount.;Miktardan önemli ölçüde daha yüksek.;"considerably; significantly";"slightly; marginally";B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
drain;"Lağım; Su Yolu";"n.;v.";The water slowly drained out of the bathtub after she pulled the plug.;Tıpayı çektikten sonra su yavaşça küvetten süzüldü.;"empty; flow out; sewer";fill;B2;"yds; yokdil; home";"Suyun akıp gitmesini sağlayan boru veya kanal; suyu boşaltmak."
duck;"Ördek; Başını Eğmek";"n.;v.";We went to the park and fed the ducks that were swimming in the pond.;Parka gittik ve gölette yüzen ördekleri besledik.;"-; bob; dodge";-;A2;"yds; yokdil; animals";"Su kuşu; veya bir darbeden kaçınmak için başını eğmek."
subtle;"hemen göze çarpmayan, belli belirsiz, ince; zekice, incelikli, ustaca, kurnazca";adj.;There is a subtle but significant difference between the two shades of blue paint that might not be obvious at first glance but becomes clear in certain lights.;İki mavi boya tonu arasında, ilk bakışta belirgin olmayan ancak belirli ışıklarda netleşen, ince ama önemli bir fark vardır.;"delicate; faint; clever";"obvious; blunt; crude";C1;"adjective; description; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
subtract;Çıkarmak (Matematik);v.;If you subtract five from twelve, you are left with the number seven.;On ikiden beş çıkarırsanız, geriye yedi sayısı kalır.;"Deduct; remove; take away";"Add; sum; total";B1;mathematics;
suburb;banliyö;n.;They live in a suburb of London.;Londra'nın bir banliyösünde yaşıyorlar.;"outskirts; residential area";city center;B1;"noun; vocabulary";Orta seviye kelime. Genel iletişimde kullanılır.
succeed;"başarmak; takip etmek";v.;If you work hard and remain persistent, you are likely to succeed in achieving your goals.;Sıkı çalışır ve ısrarcı olursanız, hedeflerinize ulaşmada başarılı olmanız muhtemeldir.;"achieve; flourish; follow";"fail; lose; precede";B1;"verb; action";Bir amaca ulaşmak (başarmak) veya birinden sonra gelip onun yerini almak (halefi olmak).
succeed in;başarmak;phr. v.;He succeeded in passing the exam.;Sınavı geçmeyi başardı.;"manage to; achieve";fail in;B1;"verb; action";Orta seviye kelime. Genel iletişimde kullanılır.
success;başarı;n.;Hard work is the key to success.;Sıkı çalışma başarının anahtarıdır.;"achievement; triumph; victory";failure;A2;"noun; vocabulary; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
successful;başarılı;adj.;She is a successful businesswoman who started her own company from scratch.;Kendi şirketini sıfırdan kuran başarılı bir iş kadınıdır.;"thriving; prosperous; fruitful";"unsuccessful; failed; poor";A2;"adjective; description; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
successful at;başarılı;"adj.;phr. v.";She is successful at her job.;İşinde başarılı.;"accomplished in; thriving in";unsuccessful at;B1;"adjective; description";Orta seviye kelime. Genel iletişimde kullanılır.
successfully;başarılı bir şekilde;adv.;The mission was completed successfully.;Görev başarıyla tamamlandı.;"effectively; triumphantly; well";unsuccessfully;B1;"verb; action";Orta seviye kelime. Genel iletişimde kullanılır.
successive;ardışık, art arda, peş peşe, birbirini izleyen;adj.;The team won three successive championships, an achievement that had never been accomplished before.;Takım, daha önce hiç başarılmamış bir başarı olan art arda üç şampiyonluk kazandı.;"consecutive; sequential; following";"separate; interrupted";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
successively;art arda, arka arkaya;adv.;The company launched three new products successively over the course of just six months, a rapid pace that surprised many analysts in the industry.;"Şirket, sadece altı ay içinde art arda üç yeni ürün piyasaya sürdü; bu hızlı tempo sektördeki birçok analisti şaşırttı.";"consecutively; in succession; one after another";-;B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
successor;halef, varis, yerine geçen;n.;The board of directors has already begun the search for a successor to the retiring company president.;Yönetim kurulu, emekli olan şirket başkanının yerine geçecek kişi için aramaya çoktan başladı.;"heir; replacement; follower";"predecessor; ancestor";C1;"noun; vocabulary; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
succumb;boyun eğmek, yenik düşmek;v.;After a long battle with illness, he finally succumbed to his condition and passed away peacefully.;Uzun bir hastalık mücadelesinden sonra, nihayet durumuna yenik düştü ve huzur içinde vefat etti.;yield, submit, surrender;resist, overcome;C1;"verb; action; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
